,year,month,RH......Smp.,SlrW_Avg..W.m.2...Avg.,SlrMJ_Tot..MJ.m.2...Tot.,WS_kph_..kilometers.hour...Avg.
149,2022,4,74.57933333,160.6451375,0.578302778,5.271538889
150,2022,5,80.56650538,184.8608562,0.66549328,4.682568548
151,2022,6,76.84166667,226.0360292,0.813734722,5.333881944
152,2022,7,69.16705645,229.0119677,0.824450269,4.459611559
153,2022,8,72.47021505,193.752332,0.697505376,4.191112903
154,2022,9,86.56091667,113.9082792,0.410051389,3.525140278
155,2022,10,91.50209677,78.78395161,0.283635753,4.865752688
156,2022,11,96.24611111,30.9495375,0.1114,6.052002778
157,2022,12,99.46276882,19.60959409,0.070584677,5.501672043
158,2023,1,93.28446694,30.56358704,0.109883941,5.920079622
159,2023,2,83.21379464,49.03470536,0.176510417,4.065264881
160,2023,3,82.62887097,72.43061156,0.260736559,7.203525538
161,2023,4,77.85319444,145.8613778,0.525086111,4.564059722
162,2023,5,76.18322581,204.4640121,0.736086022,5.124251344
163,2023,6,69.9435,247.5953847,0.891351389,5.176458333
164,2023,7,76.01619624,182.4286573,0.656733871,6.164127688
165,2023,8,81.27486559,165.6464019,0.596317204,3.960973118
166,2023,9,82.95186111,130.0629861,0.468236111,3.726038889
167,2023,10,88.97037634,73.01006586,0.262822581,3.51675
168,2023,11,89.57640278,35.59860833,0.128151389,4.616686111
169,2023,12,88.46638441,17.7965914,0.064076613,6.246793011
170,2024,1,83.30352011,32.16419828,0.114867816,6.190606322
171,2024,2,88.306,3.2846,0.0118,3.2919
